Name,Price,Brand,Url,Rated,Votes,Imgs,CPU,RAM,ManHinh,OCung,Card,HDH,KT&KL
"Laptop Dell Inspiron N3511 i5 1135G7/4GB/512GB/15.6""FHD/Win 10+Office Home&Student",19990000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3511-i5-1135g7?he-dieu-hanh=win-10,4.9,127,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/12/637696546515010716_dell-inspiron-n3511-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704095080668715_dell-inspiron-n3510-black-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704095081762332_dell-inspiron-n3510-black-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/12/637696547469227485_dell-inspiron-n3511-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/12/637696547469852857_dell-inspiron-n3511-den-3.jpg']","Intel, Core i5, 1135G7","4 GB, DDR4, 2666 MHz","15.6 inch, 1920 x 1080 Pixels, WVA, 60 Hz, 220 nits, WVA Anti-glare LED Backlit Narrow Border",SSD 512 GB,Intel Iris Xe Graphics,Windows 10 Home Single Language,"358.5 x 258 x 18.9 mm, 1.73 kg"
Laptop MacBook Pro M2 2022 13 inch 8CPU 10GPU 16GB 256GB,37990000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m2-2022-13-inch-ram-16gb?dung-luong=256gb,5,88,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901982829761519_macbook-pro-m2-2022-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901982830230338_macbook-pro-m2-2022-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901982829449243_macbook-pro-m2-2022-xam-2.jpg']","Apple, M2, 8 - Core","16 GB, LPDDR4, 3200 MHz","13.3 inch, 2560 x 1600 Pixels, 500 nits, Retina",SSD 256 GB,Apple M2 GPU 10 nhân,macOS 12,"304.1 x 212.4 x 15.6 mm, 1.4 kg"
"Laptop Dell XPS 13 9320  i5 1240P/16GB/512GB SSD/13.4"" OLED 3.5K Touch/Win 11",43990000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-xps-13-9320-i5-1240p,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001682155562156_dell-xps-13-plus-9320-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001688013903280_dell-xps-13-plus-9320-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001688013590875_dell-xps-13-plus-9320-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001688014528357_dell-xps-13-plus-9320-bac-4.jpg']","Intel, Core i5, 1240P","16 GB (1 thanh 16 GB), LPDDR5, 5200 MHz","13.4 inch, 3456 x 2234 Pixels, OLED, 60 Hz, 400 nits, Infinity Edge",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"295 x 199 x 16 mm, 1.27 kg"
"Laptop Lenovo IdeaPad 5 Pro 16ARH7 R7 6800HS/16GB/512GB/16.0"" 2.5K/GeForce RTX 3050 4GB/Win 11",25990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-pro-16arh7-r7-6800hs?card-do-hoa=rtx-3050,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961573774887131_lenovo-ideapad-5-pro-16arh7-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961573774887131_lenovo-ideapad-5-pro-16arh7-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961573774887131_lenovo-ideapad-5-pro-16arh7-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961573772230855_lenovo-ideapad-5-pro-16arh7-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961573774574704_lenovo-ideapad-5-pro-16arh7-xam-5.jpg']","AMD, Ryzen 7, 6800HS","16 GB, LPDDR5, 6400 MHz","16.0 inch, 2560 x 1600 Pixels, IPS, 120 Hz, 350 nits, IPS",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; AMD Radeon Graphics,Windows 11 Home Single Language,"356 x 251 x 16.9 mm, 1.95 kg"
"Laptop MSI Modern 14 C13M-607VN i7 1355U/16GB/512GB/14"" FHD/Win11",20890000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-c13m-607vn-i7-1355u,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139818194019008_msi-modern-14-c11m-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139818193707033_msi-modern-14-c11m-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139818193549508_msi-modern-14-c11m-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139818194487943_msi-modern-14-c11m-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139818193549508_msi-modern-14-c11m-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139818192611267_msi-modern-14-c11m-den-6.jpg']","Intel, Core i7, 1355U","16 GB, DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, FHD",SSD 512 GB,Intel UHD Graphics,Windows 11 Home,"319.9 * 223 * 19.35 mm, 1.4 kg"
"Laptop Dell Inspiron N3510 N4020/4GB/128GB/15.6""HD/Intel HD/Win 10/91K5_NK",5690000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3510-n4020-nk,5,124,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704097704127459_dell-inspiron-n3510-black-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704097694908639_dell-inspiron-n3510-black-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704097694908639_dell-inspiron-n3510-black-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704097691314853_dell-inspiron-n3510-black-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704097695689878_dell-inspiron-n3510-black-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/21/637704097691627370_dell-inspiron-n3510-black-6.jpg']","Intel, Celeron, N4020","4 GB, DDR4, 3200 MHz","15.6 inch, 1366 x 768 Pixels, TN, 60 Hz, 220 nits",SSD 128 GB,Intel UHD Graphics 600,Windows 10 Home,"358.5 x 235 x 0.41 ~ 15.6 mm, 1.65 kg"
"Laptop Gigabyte U4 UD-50VN823SO i5 1155G7/16GB/512GB/14"" FHD/Win 11",15490000,Gigabyte,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-u4-ud-i5-1155g7,4.9,133,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910595014040781_gigabyte-u4-ud-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910595014040781_gigabyte-u4-ud-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910595013727888_gigabyte-u4-ud-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/17/637910595013571690_gigabyte-u4-ud-xam-4.jpg']","Intel, Core i5, 1155G7","16 GB (2 thanh 8 GB), DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, Anti-glare LED-backlit",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"322 x 216.8 x 17.2 cm, 990 g"
"Laptop Asus TUF Gaming FA507RR-HN835W R7 6800H/16GB/512GB/15.6""FHD/GeForce RTX 3070 8GB/Win 11",35990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa507rr-hn835w-r7-6800h,5,103,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951471791810738_asus-tuf-gaming-fa507rr-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951471792123994_asus-tuf-gaming-fa507rr-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951471791966947_asus-tuf-gaming-fa507rr-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951471791341931_asus-tuf-gaming-fa507rr-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951471791341931_asus-tuf-gaming-fa507rr-xam-5.jpg']","AMD, Ryzen 7, 6800H","16 GB (1 thanh 16 GB), DDR5, 4800 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD",SSD 512 GB,AMD Radeon Graphics Vega 3,Windows 11 Home,"354 x 251 x 22.4 mm, 2.2 kg"
"Laptop Dell Inspiron 16 N5620 i5 1240P/16GB/512GB/16.0""FHD/GeForce MX570 2GB/Win 11",26490000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-16-n5620-i5-1240p,4.9,218,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981330129_dell-inspiron-16-n5620-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164980080111_dell-inspiron-16-n5620-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981486395_dell-inspiron-16-n5620-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981173899_dell-inspiron-16-n5620-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164969767499_dell-inspiron-16-n5620-bac-5.jpg']","Intel, Core i5, 1240P","16 GB (2 thanh 8 GB), DDR4, 3200 MHz","16.0 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 250 nits, Anti - Glare",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"356,7 x 251,9 x 17.95 mm, 1.97 kg"
"Laptop Asus TUF Gaming FX516PC - HN558W i5 11300H/8GB/512GB SSD/15.6""FHD/GeForce RTX 3050 4GB/Win 11",19990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx516pc-hn558w-i5-11300h,4.2,6,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902206652436453_asus-tuf-gaming-fx516pc-hn558w-i5-11300h-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902206652280052_asus-tuf-gaming-fx516pc-hn558w-i5-11300h-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902206651967601_asus-tuf-gaming-fx516pc-hn558w-i5-11300h-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902206652123883_asus-tuf-gaming-fx516pc-hn558w-i5-11300h-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902206651811337_asus-tuf-gaming-fx516pc-hn558w-i5-11300h-2.jpg']","Intel, Core i5, 11300H","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti-glare LED-backlit",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel Iris Xe Graphics,Windows 11 Home,"360 x 252 x 19.9 mm, 2 kg"
"Laptop Lenovo IdeaPad Gaming 3 15ACH6 R7 5800H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11",18990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-gaming-3-15ach6-r7-5800h,5,110,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001285349020636_lenovo-ideapad-gaming-3-15ach6-led-trang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001285348551823_lenovo-ideapad-gaming-3-15ach6-led-trang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001285348239218_lenovo-ideapad-gaming-3-15ach6-led-trang-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001285348864323_lenovo-ideapad-gaming-3-15ach6-led-trang-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001285347926938_lenovo-ideapad-gaming-3-15ach6-led-trang-5.jpg']","AMD, Ryzen 7, 5800H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch Chính:, 1920 x 1080 Pixels, IPS, 120 Hz, 250 nits, IPS LCD LED Backlit, True Tone Chính:",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; AMD Radeon Graphics,Windows 11 Home,"359.6 x 251.9 x 24.2 mm mm, 2.25 kg"
Laptop Lenovo ThinkBook 14 G2 ITL i5 1135G7/8GB/512GB/14”FHD/Win 11,14990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkbook-14-g2-itl-i5-1135g7,4.8,91,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951447444035560_lenovo-thinkbook-14-g2-itl-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951447444348082_lenovo-thinkbook-14-g2-itl-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951447441691769_lenovo-thinkbook-14-g2-itl-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/3/637951447444504336_lenovo-thinkbook-14-g2-itl-xam-4.jpg']","Intel, Core i5, 1135G7","8 GB, DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, IPS LCD LED Backlit, True Tone",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"323 x 218 x 17.9 mm, 1.4 kg"
"Laptop Asus TUF Gaming FA507RC-HN051W R7 6800H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11",21990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa507rc-hn051w-r7-6800h,4.8,62,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862831308_asus-tuf-gaming-fa507-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862831308_asus-tuf-gaming-fa507-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862518830_asus-tuf-gaming-fa507-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862831308_asus-tuf-gaming-fa507-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862362571_asus-tuf-gaming-fa507-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904861268709_asus-tuf-gaming-fa507-den-6.jpg']","AMD, Ryzen 7, 6800H","8 GB (1 thanh 8 GB), DDR5, 4800 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti-glare LED-backlit",SSD 512 GB,AMD Radeon Graphics,Windows 11,"354 x 251 x 22.4 mm, 2.2 kg"
"Laptop Asus Vivobook Pro N7600ZE-L2010W i7 12700H/16GB/1TB/16""4K/GeForce RTX 3050 Ti 4GB/Win 11",37990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-n7600ze-l2010w-i7-12700h,4.9,37,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/19/637991810055139591_asus-vivobook-pro-n7600-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/19/637991810054983335_asus-vivobook-pro-n7600-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/19/637991810054514600_asus-vivobook-pro-n7600-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/19/637991810054983335_asus-vivobook-pro-n7600-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/19/637991810054827101_asus-vivobook-pro-n7600-bac-5.jpg']","Intel, Core i7, 12700H","16 GB (1 thanh 16 GB), DDR5, 4800 MHz","16.0 inch, 3840 x 2400 Pixels, OLED, 120 Hz, OLED",SSD 1 TB,NVIDIA GeForce RTX 3050 Ti 4 GB; Intel Iris Xe Graphics,Windows 11,"360.5 x 259 x 18.9 mm, 2.0 kg"
"Laptop MSI Gaming Katana GF66 12UCK-815VN i5 12450H/8GB/512GB/15.6""/GeForce RTX 3050 4GB/Win11_Balo",20990000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/ms-gaming-katana-gf66-12uck-815vn-i5-12450h,4.7,46,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585071699_msi-gaming-katana-gf66-12u-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585583091_msi-gaming-katana-gf66-12u-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584664118_msi-gaming-katana-gf66-12u-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584664118_msi-gaming-katana-gf66-12u-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585172929_msi-gaming-katana-gf66-12u-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584765856_msi-gaming-katana-gf66-12u-den-6.jpg']","Intel, Core i5, 12450H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11 Home,"359 x 259 x 27.9 mm, 2.25 kg"
"Laptop Asus Expertbook B1400CEAE-EB3182W i5 1135G7/8GB/512GB/14.0""FHD/Win 11",15990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-expertbook-b1400ceae-eb3182w-i5-1135g7,4.9,84,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/27/637998768075662325_asus-expertbook-b1400-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/27/637998770477899810_asus-expertbook-b1400-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/27/637998770477274614_asus-expertbook-b1400-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/27/637998770477899810_asus-expertbook-b1400-den-4.jpg']","Intel, Core i5, 1135G7","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, FHD",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"323.4 x 215.6 x 19.2 mm, 1452 g"
"Laptop MSI Modern 15 A5M 235VN R7 5700U/8GB/512GB/15.6""FHD/Win 11",13390000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-a5m-235vn-r7-5700u,4.9,219,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728547611839577_msi-modern-15-a5m-234vn-r5-5500u-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728547611995777_msi-modern-15-a5m-234vn-r5-5500u-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728547611683299_msi-modern-15-a5m-234vn-r5-5500u-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728549030460602_msi-modern-15-a5m-234vn-r5-5500u-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/18/637728547611839577_msi-modern-15-a5m-234vn-r5-5500u-xam-4.jpg']","AMD, Ryzen 7, 5700U","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, LED Backlit",SSD 512 GB,AMD Radeon Graphics,Windows 11 Home,"18.9 x 356.8 x 233.7 mm, 1.6 kg"
"Laptop Lenovo IdeaPad Slim 3 R5 3500U/8GB/128GB+1TB/14.0""FHD_NK",10190000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-r5-3500u,5,108,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927874107424567_lenovo-ideapad-slim-3-r5-3500u-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927874108205913_lenovo-ideapad-slim-3-r5-3500u-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927874103518378_lenovo-ideapad-slim-3-r5-3500u-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927874102892896_lenovo-ideapad-slim-3-r5-3500u-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927874105705659_lenovo-ideapad-slim-3-r5-3500u-xam-2.jpg']","AMD, Ryzen 5, 3500U","8 GB, DDR4, 2400 MHz","14.0 inch, 1920 x 1080 Pixels, TN, 60 Hz, 220 nits, Anti-glare LED-backlit",SSD 128 GB; HDD 1000 GB,AMD Radeon Graphics Vega 8,Windows 10 Home,"327.1 X 241 x 19.9 mm, 1.6 kg"
